term, docID
区亨利,"['1293172', '3005875']"
亨利·基,['1293172']
康斯坦丁·格雷戈里,['1293172']
一场,"['1291573', '1291585', '1292048', '1292049', '1292052', '1292063', '1292208', '1292211', '1292216', '1292229', '1292434', '1292722', '1292895', '1293050', '1293867', '1294136', '1295253', '1295399', '1297291', '1297747', '1298653', '1299889', '1300069', '1300528', '1301753', '1301757', '1306541', '1307762', '1307781', '1307956', '1308076', '1308338', '1308767', '1308779', '1308817', '1308831', '1309043', '1309044', '1309045', '1309060', '1309078', '1309084', '1309199', '1315316', '1316510', '1325399', '1393479', '1410556', '1431685', '1431699', '1467044', '1476023', '1477448', '1484760', '1498831', '1689787', '1759386', '1765009', '1780330', '1788392', '1790373', '1790577', '1792928', '1794171', '1844413', '1845625', '1858711', '1862151', '1864810', '1865561', '1865703', '1870044', '1885124', '1917074', '1922273', '1926007', '1937502', '1945330', '1950525', '2044089', '2054024', '2054026', '2144242', '2146991', '2154743', '2157130', '2209368', '2222995', '2223596', '2239286', '2268359', '2279772', '2286642', '2336785', '2350904', '2353023', '2365260', '2976123', '3011051', '3111355', '3217122', '3230462', '3240208', '3250377', '3264045', '3279107', '3312344', '3420455', '3543690', '3626416', '3718447', '3737102', '3754946', '3777800', '3792799', '3824672', '3920977', '4074158', '4190211', '4268598']"
谋杀,"['1292052', '1292348', '1293607', '1297544', '1301509', '1302100', '1305053', '1307697', '1309027', '1329950', '1388216', '1946882', '2028647', '2270390']"
谋杀案,"['1292052', '1305053', '1307697', '1329950', '2270390']"
使,"['1291546', '1291824', '1291850', '1291870', '1292052', '1292208', '1292216', '1292288', '1292444', '1292656', '1292950', '1294240', '1294927', '1295374', '1295686', '1296717', '1297659', '1297862', '1298443', '1299059', '1299398', '1300069', '1300566', '1302827', '1304485', '1304585', '1305279', '1305703', '1306160', '1307106', '1307332', '1308599', '1308752', '1308811', '1308819', '1308827', '1315570', '1325399', '1410556', '1428175', '1474180', '1478064', '1478926', '1498818', '1781126', '1857099', '1859036', '1866475', '1915403', '1927686', '1940867', '1947144', '1950148', '1962116', '2010975', '2018131', '2129039', '2132120', '2230906', '2286012', '2365260', '3018122', '3244162', '3552028', '3626416', '4249355']"
银行,"['1291828', '1292052', '1292275', '1293203', '1295686', '1297570', '1300069', '1303139', '1303630', '1304102', '1306160', '1949328', '2147854', '2369549', '3287562', '3642866']"
行家,"['1291828', '1292052', '1292275']"
银行家,"['1291828', '1292052', '1292275']"
安迪,"['1291552', '1291571', '1291572', '1292052', '1292279', '1292341', '1292344', '1294240', '1294950', '1298038', '1300528', '1301171', '1301578', '1304141', '1309020', '1309043', '1315574', '1418192', '1780330', '1794171', '1858711', '2003389', '2028647', '2334814', '2969282', '3011091', '3102668', '3552028']"
蒂姆,"['1291545', '1291574', '1291575', '1291832', '1292001', '1292052', '1292370', '1293135', '1293258', '1293353', '1296078', '1297131', '1297570', '1298038', '1299603', '1300055', '1301174', '1302987', '1304608', '1307542', '1307748', '1308755', '1308767', '1308779', '1309044', '1309045', '1309060', '1309084', '1309101', '1309103', '1652587', '1760104', '1792928', '1793912', '1806555', '1820145', '1829230', '1837856', '1858711', '1866264', '1866475', '1946882', '1949761', '2028647', '2144242', '2336785', '2338058', '2357162', '2969282', '3006772', '3072086', '3103678', '3541415', '3552028']"
•,"['1291554', '1291558', '1291562', '1291564', '1291579', '1291580', '1291584', '1291824', '1291832', '1291833', '1291836', '1291853', '1291856', '1291878', '1292000', '1292001', '1292052', '1292056', '1292064', '1292212', '1292214', '1292218', '1292223', '1292225', '1292233', '1292260', '1292268', '1292271', '1292274', '1292275', '1292279', '1292288', '1292341', '1292344', '1292370', '1292484', '1292504', '1292523', '1292553', '1292659', '1292718', '1292722', '1292728', '1292792', '1292849', '1293013', '1293050', '1293088', '1293124', '1293135', '1293145', '1293167', '1293173', '1293203', '1293234', '1293258', '1293317', '1293377', '1293527', '1293537', '1293555', '1293702', '1293708', '1293764', '1293825', '1294037', '1294194', '1294240', '1294362', '1294621', '1294639', '1294941', '1294950', '1294990', '1295250', '1295253', '1295280', '1295318', '1295384', '1295686', '1295865', '1295965', '1296157', '1296736', '1296753', '1296778', '1296992', '1296996', '1297018', '1297570', '1297689', '1298586', '1298624', '1298653', '1298759', '1299131', '1299362', '1299383', '1299769', '1300055', '1300069', '1300220', '1300275', '1300300', '1300353', '1300374', '1300505', '1300528', '1300555', '1300618', '1300656', '1300945', '1300960', '1301169', '1301171', '1301459', '1301509', '1301578', '1301726', '1302303', '1302827', '1302987', '1303246', '1304022', '1304447', '1304485', '1304585', '1304608', '1304643', '1304854', '1305053', '1305065', '1305068', '1305541', '1305903', '1306029', '1306154', '1306612', '1306666', '1307181', '1307527', '1307697', '1307748', '1307853', '1307955', '1308570', '1308599', '1308620', '1308753', '1308757', '1308776', '1308777', '1308779', '1308819', '1308843', '1308848', '1308851', '1309020', '1309021', '1309027', '1309043', '1309044', '1309045', '1309069', '1309078', '1309084', '1309101', '1309103', '1309136', '1309160', '1309184', '1309199', '1315316', '1315574', '1388216', '1395776', '1401524', '1401535', '1417598', '1417946', '1418189', '1418190', '1418752', '1418834', '1419297', '1419936', '1422920', '1428175', '1432146', '1433577', '1466007', '1471507', '1474180', '1476023', '1477894', '1478064', '1482072', '1482911', '1485260', '1498831', '1499148', '1509868', '1578503', '1578507', '1607471', '1689787', '1760104', '1760622', '1764796', '1767042', '1780330', '1781126', '1793909', '1793912', '1806555', '1829230', '1829654', '1844413', '1849031', '1853176', '1855834', '1863955', '1865561', '1866264', '1866424', '1867345', '1876781', '1885124', '1890157', '1892510', '1892531', '1899125', '1905462', '1914652', '1920796', '1920805', '1922273', '1927369', '1937401', '1945549', '1947549', '1949328', '1950148', '1978709', '2002683', '2010975', '2028645', '2028647', '2028666', '2033822', '2037012', '2046839', '2082013', '2144242', '2148257', '2209573', '2223596', '2230906', '2253613', '2257732', '2267369', '2268359', '2295401', '2297265', '2336737', '2353023', '2354729', '2357708', '2361823', '2368641', '2369549', '2996640', '3003137', '3007826', '3011308', '3018123', '3026357', '3072086', '3077791', '3078609', '3103678', '3148027', '3233761', '3289086', '3319755', '3442220', '3552028', '3920977']"
罗宾,"['1291548', '1291572', '1291856', '1292052', '1292212', '1292260', '1292272', '1292656', '1292720', '1294950', '1294990', '1296753', '1296778', '1297018', '1299513', '1301174', '1302467', '1304141', '1305197', '1305903', '1307332', '1307748', '1307847', '1308779', '1309027', '1309044', '1309059', '1309199', '1417946', '1419297', '1485260', '1759386', '1760027', '1760104', '1794171', '1829654', '1835843', '1844413', '1853176', '1866264', '1866475', '1876781', '1905462', '2072478', '2146991', '2257732', '2334814', '2334904', '2353023', '3003137', '3007826', '3073124', '3412830', '3986493']"
罗宾斯,"['1292052', '1296778', '1307748', '1309044', '3003137']"
Tim,"['1292052', '1293258', '1304608', '1307748', '1607471', '1858711', '1866475', '3103678', '3552028']"
Robbins,"['1292052', '1307748']"
蒙冤,"['1292052', '1950148']"
入狱,"['1292052', '1292233', '1292270', '1292528', '1293315', '1293527', '1296629', '1297574', '1308833', '1309069', '1412579', '1787291', '1950148', '2010975', '2361823', '3412830', '3607666']"
妻子,"['1291558', '1291577', '1291832', '1291836', '1291853', '1291879', '1291937', '1292049', '1292052', '1292062', '1292063', '1292216', '1292217', '1292225', '1292233', '1292268', '1292288', '1292328', '1292341', '1292365', '1292434', '1292484', '1292553', '1293124', '1293145', '1293234', '1293607', '1294114', '1294408', '1294671', '1295318', '1295865', '1295873', '1296011', '1296753', '1298128', '1298909', '1299059', '1299080', '1299889', '1300267', '1300353', '1300616', '1300883', '1300945', '1302303', '1302642', '1303246', '1304447', '1304530', '1304608', '1304972', '1305158', '1305355', '1305703', '1306029', '1306808', '1307043', '1308482', '1308543', '1308573', '1308599', '1308747', '1308749', '1308751', '1308831', '1308865', '1309044', '1309054', '1309060', '1309078', '1310185', '1388216', '1390021', '1417946', '1418605', '1418834', '1433577', '1450031', '1467044', '1474185', '1482394', '1498818', '1787291', '1790577', '1820145', '1835843', '1849031', '1851906', '1867408', '1885124', '1927686', '1940867', '1947089', '1949312', '2037012', '2054933', '2124586', '2135981', '2147854', '2149806', '2154859', '2212156', '2213591', '2222995', '2229427', '2279772', '2297275', '2334904', '2361823', '3011091', '3013580', '3026357', '3041806', '3074303', '3250377', '3546019', '3596502', '3609075', '3690289', '3901388', '4004731', '4023638', '4097023', '4111416']"
情人,"['1291868', '1291875', '1292052', '1292216', '1292234', '1292659', '1293377', '1293765', '1296753', '1296992', '1297570', '1299327', '1299889', '1300528', '1302827', '1303203', '1303246', '1304056', '1305690', '1307332', '1308747', '1308777', '1308974', '1418200', '1468155', '1863947', '1937401', '1938312', '1997685', '2052978', '2213597', '2214140', '2230888', '2357707', '2368641', '3006302', '3230462', '3718447', '3804746', '3820191', '4237879']"
指控,"['1292052', '1309027', '3120852']"
囚禁,"['1292052', '1293607', '1294417', '1297995', '1308865', '1400868', '1422920', '1820145', '1899125', '2983389']"
终生,"['1292052', '1307323', '1949811']"
肖申克,['1292052']
监狱,"['1292052', '1292224', '1292229', '1292728', '1297570', '1300374', '1300618', '1301345', '1301578', '1303815', '1305053', '1305903', '1308482', '1308865', '1315574', '1428175', '2253613', '2326676', '2334904', '2361823', '2369549']"
首次,"['1292052', '1302303', '1309055', '1316513', '1866424', '4023638']"
现身,"['1292052', '1292213', '1297747', '1315574', '1394324', '2003389', '2149804', '3155477', '3734112']"
就让,['1292052']
大哥,"['1291832', '1291868', '1292052', '1292450', '1294240', '1295409', '1300064', '1316513', '1428602', '1433736', '1438093', '1783457', '1863941', '1947089', '2044102', '2222995', '3647523']"
瑞德,"['1291578', '1292052', '1292279', '1292370', '1293124', '1294262', '1300267', '1300618', '1309027', '1781621', '1963067', '1978709', '2028645', '2132932', '2268359', '2368641', '3072086', '3148027', '3289086']"
摩根,"['1292052', '1292223', '1293353', '1294136', '1297018', '1297630', '1300300', '1304643', '1309016', '1309069', '1436870', '1763134', '1794171', '1851857', '1863955', '1866264', '1867345', '1920796', '1945336', '1972698', '2161696', '2256034', '2969282', '3005875', '3072086', '3319755']"
弗里,"['1291581', '1291586', '1291868', '1292052', '1292223', '1292229', '1292267', '1292271', '1292348', '1292659', '1292720', '1293181', '1293234', '1293353', '1293460', '1294408', '1294941', '1294950', '1295124', '1296717', '1297018', '1297630', '1298070', '1298744', '1299080', '1299513', '1299769', '1300220', '1300300', '1300303', '1300374', '1300555', '1300960', '1301746', '1303246', '1306730', '1307332', '1307956', '1308851', '1308865', '1309016', '1309020', '1309069', '1309084', '1309163', '1417946', '1418190', '1418192', '1418752', '1433577', '1433673', '1438652', '1760622', '1792928', '1793909', '1806555', '1851857', '1858802', '1866475', '1867345', '1920796', '1945336', '1946882', '1972698', '2028647', '2028666', '2054024', '2213597', '2295401', '2357162', '2357708', '2969282', '3233761', '4023638']"
曼,"['1291544', '1291548', '1291578', '1291581', '1291582', '1292052', '1292212', '1292223', '1292267', '1292288', '1292401', '1292553', '1292849', '1293145', '1293317', '1293353', '1293460', '1294240', '1294371', '1294941', '1294950', '1295038', '1295250', '1295686', '1296339', '1296717', '1296996', '1297018', '1299193', '1299362', '1299513', '1300267', '1300528', '1300555', '1302827', '1304102', '1304485', '1304608', '1304854', '1305158', '1305724', '1306029', '1308757', '1308767', '1308776', '1308779', '1308843', '1308865', '1309016', '1309020', '1309044', '1309055', '1309069', '1309136', '1309172', '1329950', '1401524', '1417946', '1418192', '1422920', '1433330', '1436870', '1451911', '1457217', '1471507', '1482072', '1760027', '1760622', '1780330', '1792928', '1806555', '1820145', '1820156', '1851857', '1851906', '1867345', '1920796', '1927369', '1945336', '1949312', '1962116', '1994876', '2010975', '2051007', '2054933', '2072478', '2131654', '2132495', '2209573', '2213591', '2336785', '2369549', '3005875', '3011308', '3077791', '3103678', '3190880', '3990470']"
Morgan,"['1292052', '1292223', '1296011', '1307697', '1867345', '1945336', '1972698', '2256034']"
Freeman,"['1292052', '1292223', '1293460', '1820145', '1867345', '1945336', '3986493']"
相看,"['1292052', '1299383', '1947144']"
另眼相看,"['1292052', '1947144']"
搞,"['1291828', '1291851', '1292052', '1293555', '1294950', '1304608', '1307014', '1323749', '1329936', '1428578', '1431683', '1432146', '2132220', '2279772', '3013580', '3250377', '3901388']"
石锤,['1292052']
一幅,"['1292052', '1295409', '1459368', '1863941', '2181930', '3078386']"
明星,"['1291564', '1291835', '1291869', '1292052', '1292348', '1293460', '1298038', '1302425', '1303173', '1309020', '1418070', '1482077', '1764730', '1782142', '1898223', '1994876', '3003137', '3007826', '3543690', '3928370', '4062922', '4066206', '4707230']"
女明星,"['1292052', '1309020']"
海报,"['1292052', '1295873', '1305541']"
两人,"['1291546', '1291550', '1291557', '1291559', '1291572', '1291577', '1291583', '1291588', '1291833', '1291838', '1291842', '1291851', '1291853', '1291856', '1291858', '1291868', '1291990', '1291992', '1292000', '1292052', '1292056', '1292063', '1292219', '1292262', '1292272', '1292329', '1292341', '1292553', '1292679', '1292950', '1293135', '1293145', '1293203', '1293353', '1293531', '1293607', '1293708', '1293929', '1293964', '1294114', '1294136', '1294561', '1294621', '1294639', '1294950', '1294990', '1295485', '1295644', '1295686', '1295965', '1296253', '1296339', '1296436', '1297068', '1297102', '1297291', '1297304', '1298038', '1298346', '1298624', '1299193', '1299288', '1299661', '1299680', '1300064', '1300353', '1300566', '1300608', '1300960', '1301757', '1301912', '1302100', '1302769', '1302987', '1303021', '1303184', '1303630', '1303815', '1304073', '1304102', '1304337', '1304485', '1304624', '1304826', '1304854', '1305034', '1305158', '1305164', '1305703', '1305713', '1306154', '1306317', '1307014', '1307323', '1307681', '1307766', '1307781', '1307914', '1307955', '1308076', '1308232', '1308288', '1308543', '1308587', '1308655', '1308699', '1308746', '1308747', '1308804', '1308807', '1308817', '1308820', '1308827', '1309163', '1315316', '1315570', '1329962', '1418070', '1418192', '1419581', '1421823', '1428578', '1431699', '1432972', '1433577', '1439890', '1449381', '1459368', '1461964', '1466394', '1478186', '1689787', '1756073', '1756584', '1764730', '1765009', '1780330', '1782142', '1783772', '1794435', '1829654', '1844413', '1851906', '1863923', '1863941', '1863947', '1870436', '1875313', '1878360', '1885124', '1891179', '1899125', '1914652', '1915312', '1937401', '1937502', '1947144', '1949811', '1951318', '1966464', '2018131', '2028645', '2037012', '2043546', '2054024', '2054026', '2132120', '2132932', '2230888', '2239286', '2267369', '2279152', '2286012', '2336737', '2365260', '2976111', '3005496', '3006302', '3011102', '3078386', '3078609', '3148027', '3217122', '3240208', '3244162', '3250377', '3268216', '3289086', '3305873', '3319755', '3578981', '3609075', '3777800', '3805953', '3820191', '3986493', '4057312', '4066206', '4074158', '4145476', '4151110', '4237879', '4271894', '4305436', '4739952', '5250583', '5344178']"
